"","Issue_Resolution","Issue_Category","Issue_Severity","Support_Level","Support_Channel","Building","City","Position","Country","Tenure_Months","Career_Desc","Division"
"80067","Unknown","Apps","Sev3",NA,"Email","B0297","Sunnyvale","Business Operations","US ",97,"IC4","D006433"
"14543"," User Education","Apps","Sev2","Silver","Email","B0677","Cork","Service Engineering","IE ",118,"IC3","D012512"
"19702","Non-Actionable","Apps","Sev2",NA,"Email","MOBILE","Seoul","Account Management","KR ",205,"IC5","D014509"
"12656"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Athens","Account Management","GR ",13,"IC4","D003670"
"63730"," User Education","Apps","Sev2",NA,"Email","B0635","Atlanta","Licensing","US ",58,"IC4","D006433"
"6806"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Schiphol","Relationship Management","NL ",50,"IC3","D008233"
"77046","Software Update","Apps","Sev2",NA,"Email","B0571","Southfield","Sales Leadership","US ",134,"MGR3","D006433"
"51397","Unknown","Apps","Sev2",NA,"Phone","B0711","Seattle","Business Operations","US ",81,"IC3","D006433"
"53602","Unknown","Apps","Sev2","Silver","Email","B0373","Sunnyvale","Business Support","US ",33,"IC3","D006433"
"64860","Software Update","Apps","Sev3",NA,"Email","B0848","Mumbai","Technical Delivery","IN ",131,"IC4","D007359"
"57636"," User Education","Apps","Sev2",NA,"Email","MOBILE","Milan","Sales Excellence","IT ",298,"MGR3","D008747"
"64730","Unknown","Apps","Sev1",NA,"Chat","B0370","New York","Inside Sales","US ",14,"IC2","D006433"
"59407","Resolved by Caller","Apps","Sev1",NA,"Chat","MOBILE","Rio de Janeiro","Technical Delivery","BR ",8,"IC4","D007007"
"25044"," User Education","Apps","Sev2",NA,"Email","B0596","Moscow","Licensing","RU ",52,"IC3","D006874"
"48236"," Workaround","Apps","Sev1","Silver","Email","B0480","Warsaw","Sales Leadership","PL ",92,"MGR3","D001666"
"40902"," User Education","Apps","Sev3",NA,"Email","B0892","Cork","Business Operations","IE ",31,"IC3","D015571"
"74786","Software Update","Apps","Sev2",NA,"Email","B0370","New York","Finance","US ",156,"IC3","D006433"
"34996"," User Education","Apps","Sev2",NA,"Chat","MOBILE","Nashville","Technical Delivery","US ",31,"IC3","D006433"
"63935","Software Update","Apps","Sev2",NA,"Chat","B0025","Sunnyvale","Software Engineering","US ",103,"IC4","D006433"
"42023"," Workaround","Apps","Sev2","Silver","Chat","MOBILE","Istanbul","Technical Delivery","TR ",96,"IC5","D012903"
"2493","Unknown","Apps","Sev2",NA,"Email","B0684","Los Angeles","Business Support","US ",25,"IC3","D006433"
"22418","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Cork","Business Strategy","IE ",40,"IC4","D015571"
"50296"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Sao Paulo","Support Engineering","BR ",55,"IC3","D007007"
"47745"," Workaround","Apps","Sev2",NA,"Email","B0608","Cologne","Marketing","DE ",93,"IC5","D014045"
"44452"," Workaround","Apps","Sev2",NA,"Email","B0569","Shenzhen","Business Operations","CN ",53,"IC3","D005841"
"30574","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Brisbane","Technical Delivery","AU ",113,"MGR2","D009170"
"77015"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Schiphol","Licensing","NL ",47,"IC4","D008233"
"50348"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Mumbai","Technical Delivery","IN ",20,"IC2","D007359"
"60825","Unknown","Apps","Sev2",NA,"Phone","B0635","Atlanta","Relationship Management","US ",65,"IC4","D006433"
"15063","Unknown","Apps","Sev2",NA,"Email","B0228","Sunnyvale","Supply Chain","US ",70,"IC4","D006433"
"65012"," Workaround","Apps","Sev1",NA,"Chat","B0892","Cork","Operations","IE ",23,"IC3","D015571"
"15623"," User Education","Apps","Sev2","Silver","Email","B0867","San Jose","Sales Excellence","CR ",11,"IC5","D005412"
"41265","Resolved by Caller","Apps","Sev2",NA,"Phone","B0570","Atlanta","Retail","US ",17,"IC2","D006433"
"82693"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","London","Finance","GB ",114,"IC4","D010405"
"60053"," Workaround","Apps","Sev3",NA,"Email","MOBILE","Tokyo","Business Operations","JP ",291,"IC5","D001939"
"10138"," Request Complete","Apps","Sev1",NA,"Chat","B0622","Mississauga","Sales Excellence","CA ",6,NA,"D008805"
"76901"," User Education","Apps","Sev2",NA,"Email","B0413","Sunnyvale","Business Operations","US ",80,"IC4","D006433"
"45214"," User Education","Apps","Sev3",NA,"Chat","MOBILE","New Delhi","Relationship Management","IN ",144,"IC4","D013158"
"3626","Unknown","Apps","Sev2","Silver","Email","B0685","Sunnyvale","Marketing","US ",26,"MGR3","D006433"
"19042","Unknown","Apps","Sev2",NA,"Phone","B0892","Cork","Finance","IE ",69,"IC5","D015571"
"80235"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","Schiphol","Account Management","NL ",34,"IC2","D008233"
"30373"," Workaround","Apps","Sev1",NA,"Chat","B0391","Mexico City","Business Operations","MX ",40,"MGR2","D009124"
"5656","Unknown","Apps","Sev2",NA,"Email","B0848","Mumbai","Service Engineering","IN ",11,"MGR2","D013936"
"24034"," Workaround","Apps","Sev2",NA,"Chat","B0640","London","Software Engineering","GB ",0,NA,"D010405"
"74244"," User Education","Apps","Sev3",NA,"Email","MOBILE","Sydney","Licensing","AU ",7,"IC3","D009170"
"77239"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","Singapore","Retail","SG ",65,"IC5","D009703"
"80915"," Workaround","Apps","Sev1",NA,"Chat","B0867","San Jose","HR Learning and Development","CR ",188,"IC5","D005412"
"46296"," User Education","Apps","Sev1",NA,"Chat","B0205","Reno","Operations","US ",47,"IC1","D006433"
"2178"," User Education","Apps","Sev2",NA,"Chat","B0912","Austin","Operations","US ",66,"IC1","D006433"
"46968"," Workaround","Apps","Sev1",NA,"Chat","HOME OFFICE","Bend","Relationship Management","US ",150,"IC4","D006433"
"31531"," Workaround","Apps","Sev3","Gold","Chat","B0921","Seattle","Technical Delivery","US ",175,"MGR3","D006433"
"82574","Non-Actionable","Help","Sev2",NA,"Email","MOBILE","Cologne","Operations","DE ",38,"MGR3","D014045"
"4474","Unknown","Apps","Sev2",NA,"Phone","HOME OFFICE",NA,"HR Talent Acquisition","AU ",35,"IC4","D009170"
"36020"," User Education","Apps","Sev3",NA,"Email","MOBILE","Fort Lauderdale","Business Operations","US ",8,"IC3","D006433"
"62534"," Workaround","Apps","Sev2","Gold","Email","MOBILE","Ljubljana","Relationship Management","SI ",78,"IC4","D018354"
"50888"," Workaround","Apps","Sev2",NA,"Email","B0912","Austin","Relationship Management","US ",230,"IC4","D006433"
"62809"," User Education","Apps","Sev2",NA,"Chat","B0361","Los Angeles","Software Engineering","US ",60,"IC3","D006433"
"30197"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Singapore","Licensing","SG ",69,"IC4","D009703"
"241","Software Update","Apps","Sev2",NA,"Email","MOBILE","Chennai","Business Operations","IN ",35,"IC2","D001578"
"8950"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Malvern","Account Management","US ",62,"IC4","D006433"
"8564"," Request Complete","Apps","Sev2",NA,"Email","HOME OFFICE","Langley","Program Management","US ",28,"IC3","D006433"
"71050"," User Education","Apps","Sev3",NA,"Email","MOBILE","Shanghai","Retail","CN ",30,"IC5","D005841"
"71804"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Toulouse","Relationship Management","FR ",85,"IC3","D008654"
"54693"," Workaround","Apps","Sev2",NA,"Phone","MOBILE","Mumbai","Software Engineering","IN ",24,"IC3","D013936"
"81014"," Request Complete","Apps","Sev2",NA,"Email","B0413","Sunnyvale","Business Operations","US ",164,"IC2","D006433"
"5555","Non-Actionable","Help","Sev2",NA,"Email","B0565","Sunnyvale","Program Management","US ",136,"IC4","D006433"
"79448"," Workaround","Apps","Sev2",NA,"Email","B0848","Mumbai","Technical Delivery","IN ",4,"IC2","D007359"
"10400"," User Education","Apps","Sev2",NA,"Email","B0321","Vienna","Account Management","AT ",52,"IC3","D004071"
"29910"," User Education","Apps","Sev2",NA,"Email","B0934","Mumbai","Software Engineering","IN ",33,"IC2","D013936"
"40368"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Singapore","Relationship Management","SG ",24,"IC4","D018994"
"19490"," User Education","Apps","Sev2",NA,"Email","B0751","Santiago","Licensing","CL ",88,"IC3","D012846"
"83275"," User Education","Apps","Sev3",NA,"Chat","B0437","Sunnyvale","Software Engineering","US ",207,"IC4","D006433"
"68516","Unknown","Apps","Sev1",NA,"Chat","HOME OFFICE","Miami","Relationship Management","US ",46,"IC2","D006433"
"72221"," User Education","Apps","Sev1",NA,"Chat","HOME OFFICE","Woodside","Relationship Management","US ",260,"IC4","D006433"
"4740"," Workaround","Apps","Sev2","Silver","Phone","B0385","Sunnyvale","Software Engineering","US ",30,"IC3","D006433"
"61734"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","New York","Solution Sales","US ",5,"IC4","D006433"
"55074","Unknown","Apps","Sev3",NA,"Chat","B0159","Milan","Support Engineering","IT ",41,"IC4","D008747"
"7653","Software Update","Apps","Sev1",NA,"Chat","B0622","Mississauga","Business Operations","CA ",206,"IC5","D008805"
"74270","Unknown","Apps","Sev2",NA,"Chat","B0228","Sunnyvale","Supply Chain","US ",31,"IC4","D006433"
"78209"," Workaround","Apps","Sev2",NA,"Email","B0934","Mumbai","Software Engineering","IN ",25,"IC3","D013936"
"724","Software Update","Help","Sev2",NA,"Email","B0738","Cork","Licensing","IE ",156,"IC4","D015571"
"73287"," User Education","Apps","Sev3",NA,"Chat","B0097","New Delhi","Technical Delivery","IN ",12,"IC3","D009696"
"30297"," User Education","Apps","Sev3",NA,"Chat","MOBILE","Makati City","Relationship Management","PH ",29,"IC4","D008459"
"25301"," Workaround","Apps","Sev2",NA,"Email","B0938","Sunnyvale","Treasury","US ",118,"IC4","D006433"
"11677","Unknown","Apps","Sev3",NA,"Email","B0297","Sunnyvale","Business Operations","US ",97,"IC4","D006433"
"61273"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Hamburg","Relationship Management","DE ",90,"IC5","D014045"
"50451","Unknown","Apps","Sev2",NA,"Phone","B0921","Seattle","Software Engineering","US ",102,"IC3","D006433"
"48055","Unknown","Apps","Sev1",NA,"Chat","MOBILE","TAMPA","Relationship Management","US ",13,"IC3","D006433"
"60478"," User Education","Apps","Sev3",NA,"Email","B0685","Sunnyvale","Business Operations","US ",89,"IC4","D006433"
"6854"," User Education","Apps","Sev2",NA,"Email","B0480","Warsaw","Relationship Management","PL ",16,"IC2","D001666"
"16574"," Request Complete","Apps","Sev2",NA,"Email","B0807","Casablanca","Finance","MA ",14,"IC4","D016888"
"23675"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Riyadh","Relationship Management","SA ",16,"IC4","D005568"
"74323"," User Education","Apps","Sev2",NA,"Email","B0684","Los Angeles","Program Management","US ",66,"IC3","D006433"
"63980"," Workaround","Apps","Sev2",NA,"Email","B0423","Costa Mesa","Retail","US ",28,"IC3","D006433"
"3286","Resolved by Caller","Apps","Sev2",NA,"Chat","MOBILE","Hartford","Relationship Management","US ",15,"IC3","D006433"
"59883","Unknown","Apps","Sev2",NA,"Email","B0934","Mumbai","Service Engineering","IN ",9,"IC3","D013936"
"7845"," Request Complete","Apps","Sev2",NA,"Email","B0068","Sunnyvale","Content Publishing","US ",242,"IC4","D006433"
"19758"," Request Complete","Apps","Sev1",NA,"Chat","B0622","Mississauga","Software Engineering","CA ",0,NA,"D008805"
"57040"," Workaround","Apps","Sev2",NA,"Email","B0495","Iselin","Technology Solutions","US ",220,"MGR3","D006433"
"9567"," Request Complete","Apps","Sev1",NA,"Email","B0772","Astana","Solution Sales","KZ ",134,"IC4","D009202"
"56165","Resolved by Caller","Apps","Sev2",NA,"Chat","MOBILE","Cologne","Support Delivery","DE ",27,"IC3","D014045"
"76639"," Request Complete","Apps","Sev2",NA,"Email","B0809","Sunnyvale","Finance","US ",116,"IC4","D006433"
"80475"," Request Complete","Apps","Sev1",NA,"Phone","B0944","Sunnyvale","Business Operations","US ",56,"IC3","D006433"
"80241"," User Education","Apps","Sev2",NA,"Email","B0168","SUNNYVALE","Program Management","US ",119,"MGR3","D006433"
"75297"," Workaround","Apps","Sev3",NA,"Email","B0228","Sunnyvale","Operations","US ",8,"IC2","D006433"
"39539","Non-Reproducible","Apps","Sev1","Silver","Chat","B0958","Abuja","Solution Sales","NG ",17,"IC5","D004499"
"57609"," User Education","Apps","Sev2",NA,"Phone","B0426","Bucharest","Support Engineering","RO ",48,"IC3","D009260"
"21389"," Workaround","Apps","Sev2",NA,"Chat","B0228","Sunnyvale","Supply Chain","US ",4,NA,"D006433"
"29457"," User Education","Apps","Sev2",NA,"Email","B0723","Sunnyvale","Finance","US ",202,"IC4","D006433"
"81336","Unknown","Apps","Sev2","Silver","Email","MOBILE","Berlin","Finance","DE ",109,"IC4","D014045"
"8216"," User Education","Apps","Sev2",NA,"Email","B0861","SUNNYVALE","Business Operations","US ",223,"IC2","D006433"
"41512","Unknown","Apps","Sev1",NA,"Chat","B0618","Shanghai","Support Engineering","CN ",19,"IC2","D005841"
"33305"," Workaround","Apps","Sev2",NA,"Chat","B0910","Sunnyvale","Program Management","US ",95,"IC4","D006433"
"26703"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Austin","Licensing","US ",156,"IC5","D006433"
"36257"," Workaround","Apps","Sev2",NA,"Email","B0228","Sunnyvale","Software Engineering","US ",94,"IC4","D006433"
"8227"," Workaround","Apps","Sev2",NA,"Chat","HOME OFFICE","Powell","Solution Sales","US ",48,"IC4","D006433"
"10349"," Workaround","Apps","Sev3",NA,"Email","MOBILE","taipei","Account Management","TW ",22,"IC4","D008850"
"72135"," User Education","Apps","Sev2",NA,"Chat","B0262","Sunnyvale","Software Engineering","US ",68,"IC3","D006433"
"48582"," User Education","Apps","Sev3",NA,"Email","MOBILE","Ottawa","Licensing","CA ",53,"IC3","D008805"
"2784"," Workaround","Apps","Sev1",NA,"Chat","B0097","New Delhi","Support Engineering","IN ",26,"IC3","D009696"
"49061","Resolved by Caller","Apps","Sev2",NA,"Chat","B0892","Cork","Operations","IE ",131,"IC3","D015571"
"79250","Software Update","Apps","Sev2",NA,"Email","B0685","Sunnyvale","Business Operations","US ",110,"IC4","D006433"
"8993"," Workaround","Apps","Sev3",NA,"Chat","MOBILE","London","Relationship Management","GB ",2,NA,"D010405"
"64091"," User Education","Apps","Sev2","Silver","Email","B0153","MADRID","Account Management","ES ",12,"IC2","D004024"
"30202","Unknown","Apps","Sev2",NA,"Email","B0475","Hong Kong","Business Intelligence","HK ",79,"IC4","D012459"
"23190"," User Education","Apps","Sev2","Gold","Email","HOME OFFICE",NA,"Account Management","SN ",60,"IC4","D001710"
"3510"," Request Complete","Apps","Sev1",NA,"Chat","MOBILE","Berlin","Business Operations","DE ",86,"IC5","D014045"
"79152"," Workaround","Apps","Sev2",NA,"Chat","HOME OFFICE","Westampton","Technology Strategy","US ",147,"IC4","D006433"
"17293"," User Education","Apps","Sev2",NA,"Email","MOBILE","Houston","Relationship Management","US ",58,"IC3","D006433"
"4922"," User Education","Apps","Sev1",NA,"Chat","MOBILE","London","Relationship Management","GB ",237,"IC4","D010405"
"44449"," Workaround","Apps","Sev1","Silver","Chat","MOBILE","Seoul","Business Operations","KR ",152,"IC4","D014509"
"45689"," Workaround","Apps","Sev2",NA,"Chat","B0608","Cologne","Relationship Management","DE ",15,"IC4","D014045"
"80617"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Bern","Relationship Management","CH ",51,"IC4","D019166"
"74114"," Workaround","Apps","Sev2",NA,"Phone","B0602","Alpharetta","Finance","US ",7,"IC4","D006433"
"6554"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Mumbai","Program Management","IN ",25,"IC3","D013936"
"19458"," Workaround","Apps","Sev2","Silver","Email","MOBILE","Berlin","HR Management","DE ",11,NA,"D014045"
"5662"," Workaround","Apps","Sev1","Silver","Phone","MOBILE","San Francisco","Solution Sales","US ",23,"IC5","D006433"
"1551"," Workaround","Apps","Sev2",NA,"Email","B0100","Beijing","HR Talent Acquisition","CN ",81,"MGR2","D005841"
"62256"," Workaround","Apps","Sev2",NA,"Email","B0399","Belgrade","Account Management","RS ",139,"IC4","D005162"
"58603"," Workaround","Apps","Sev2",NA,"Email","MOBILE","Canberra","Relationship Management","AU ",7,"IC3","D009170"
"14179"," Workaround","Apps","Sev3","Silver","Email","MOBILE","Kongens Lyngby","Support Delivery","DK ",67,"IC4","D013665"
"40809","Unknown","Apps","Sev1",NA,"Chat","MOBILE","Chongqing","Relationship Management","CN ",48,"IC3","D005841"
"65527","Unknown","Apps","Sev2",NA,"Chat","HOME OFFICE","Charleston","Solution Sales","US ",111,"MGR3","D006433"
"6112"," Workaround","Apps","Sev1",NA,"Email","MOBILE","New York","Solution Sales","US ",33,"IC4","D006433"
"2010"," Request Complete","Apps","Sev2",NA,"Email","MOBILE","Brasilia","Technology Strategy","BR ",0,NA,"D007007"
"65813"," Workaround","Apps","Sev2",NA,"Chat","MOBILE","Houston","Relationship Management","US ",32,"IC3","D006433"
"49392","Unknown","Apps","Sev2",NA,"Chat","B0607","Rome","Technology Solutions","IT ",130,"IC4","D008747"
"60886"," Workaround","Apps","Sev2",NA,"Chat","B0608","Cologne","Relationship Management","DE ",213,"IC4","D014045"
"49335","Software Update","Apps","Sev3",NA,"Chat","MOBILE","Prague","Relationship Management","CZ ",71,"IC3","D008013"
"47333","Unknown","Apps","Sev1","Silver","Chat","B0672","New York","Support Engineering","US ",31,"IC4","D006433"
"6655"," Workaround","Apps","Sev2",NA,"Chat","B0029","Austin","Technical Delivery","US ",142,"MGR3","D006433"
"75238","Non-Actionable","Help","Sev2","Silver","Email","B0466","Sunnyvale","Hardware Engineering","US ",150,"IC2","D006433"
"63771","Unknown","Apps","Sev2",NA,"Chat","B0618","Shanghai","Business Intelligence","CN ",158,"IC3","D005841"
"36148"," Workaround","Apps","Sev1",NA,"Chat","B0358","Albany","Account Management","US ",37,"IC4","D006433"
"70605"," Workaround","Apps","Sev2",NA,"Email","B0068","Sunnyvale","Finance","US ",45,"IC4","D006433"
"24625"," Workaround","Apps","Sev1",NA,"Chat","MOBILE","Austin","Account Management","US ",25,"IC4","D006433"
"71328","Unknown","Apps","Sev2","Silver","Chat","B0818","Sunnyvale","Operations","US ",115,"IC4","D006433"
"23455"," User Education","Apps","Sev1",NA,"Chat","MOBILE","Zaventem","Relationship Management","BE ",27,"IC4","D010467"
"37849"," User Education","Apps","Sev2","Platinum","Chat","MOBILE","Schiphol","Technology Strategy","NL ",136,"IC5","D008233"
"23058"," User Education","Apps","Sev3",NA,"Email","MOBILE","Beijing","Account Management","CN ",12,"IC3","D005841"
"80944"," User Education","Apps","Sev3",NA,"Email","B0541","Sunnyvale","Software Engineering","US ",225,"IC4","D006433"
"14428"," Workaround","Apps","Sev2",NA,"Email","B0264","Los Angeles","Program Management","US ",237,"MGR3","D006433"
"33343",NA,"Apps","Sev3",NA,"Email","B0025","Sunnyvale","Program Management","US ",159,"IC3","D006433"
